assessment_score,current_proficiency,required_proficiency,gap_percent,project_count,certification_count,role_importance,skill_category,gap_level
48.07,53.1,73.96,28.21,3,0,1.0,Software Engineering,MEDIUM
10.5,17.33,75.51,77.05,0,1,0.823,Artificial Intelligence,HIGH
2.69,0.0,49.66,100.0,1,0,0.712,Artificial Intelligence,HIGH
45.4,46.06,80.75,42.96,1,1,1.0,Programming,MEDIUM
67.4,60.73,88.15,31.11,1,0,1.0,Data Science,MEDIUM
7.96,0.97,83.47,98.83,0,2,1.0,Software Engineering,HIGH
56.63,65.07,86.49,24.77,3,0,0.992,Security,MEDIUM
37.65,27.65,93.74,70.5,1,0,0.873,Backend,HIGH
43.66,48.67,56.37,13.66,0,1,0.883,Database,LOW
26.04,30.15,64.28,53.09,1,0,1.0,Data Science,HIGH
56.35,59.95,78.59,23.71,1,1,0.909,Artificial Intelligence,MEDIUM
40.13,43.51,64.99,33.05,0,0,1.0,Database,MEDIUM
73.09,69.3,66.36,0.0,3,1,0.985,Security,LOW
49.88,52.05,84.95,38.73,2,1,0.944,Software Engineering,MEDIUM
15.63,25.98,66.05,60.66,0,0,0.852,Data Science,HIGH
41.1,45.12,72.68,37.91,2,1,1.0,Software Engineering,MEDIUM
55.99,47.52,65.92,27.92,2,1,0.883,Programming,MEDIUM
19.05,22.2,71.67,69.03,1,1,0.671,Security,HIGH
40.98,34.21,78.0,56.13,0,0,0.959,DevOps,HIGH
71.44,67.92,75.47,10.0,2,0,1.0,Database,LOW
39.88,35.34,96.21,63.26,1,0,0.971,Artificial Intelligence,HIGH
18.73,10.86,78.53,86.18,0,0,0.922,Software Engineering,HIGH
55.58,47.16,55.0,14.25,1,0,0.912,Data Science,LOW
57.36,59.35,74.26,20.08,1,1,0.635,Data Science,MEDIUM
2.76,6.71,79.32,91.54,0,0,0.853,Security,HIGH
45.08,42.73,80.24,46.74,1,1,1.0,Security,MEDIUM
100.0,100.0,90.34,0.0,3,1,0.898,DevOps,LOW
15.89,7.72,68.26,88.69,0,0,0.691,Security,HIGH
17.87,13.57,78.08,82.62,0,0,0.894,Testing,HIGH
0.0,1.25,51.39,97.57,0,0,0.861,Data Science,HIGH
37.51,48.73,67.06,27.33,3,0,0.889,Security,MEDIUM
80.43,73.29,85.84,14.63,1,2,0.883,Backend,LOW
16.58,28.67,62.5,54.12,2,0,0.803,DevOps,HIGH
0.0,2.22,49.78,95.53,1,0,0.917,Security,HIGH
42.47,41.5,69.29,40.11,1,0,0.796,Software Engineering,MEDIUM
32.84,36.83,77.39,52.41,1,0,1.0,Security,HIGH
45.47,47.45,86.84,45.36,0,0,1.0,Security,MEDIUM
57.53,55.77,62.31,10.5,2,2,0.978,Programming,LOW
27.59,43.98,72.71,39.51,2,1,0.696,Testing,MEDIUM
27.43,29.91,64.58,53.68,0,0,1.0,Testing,HIGH
46.62,36.09,64.68,44.21,1,0,0.889,Data Science,MEDIUM
71.38,75.12,85.44,12.07,2,2,0.907,Security,LOW
0.0,5.47,79.54,93.12,1,0,0.813,Programming,HIGH
20.6,30.4,57.84,47.44,1,0,0.845,Security,MEDIUM
20.36,31.55,67.28,53.11,1,0,0.919,General,HIGH
87.24,81.9,79.57,0.0,2,2,1.0,Backend,LOW
42.71,53.41,66.36,19.52,0,0,0.719,General,LOW
64.05,62.01,83.47,25.71,0,0,1.0,Testing,MEDIUM
11.71,4.04,63.21,93.61,0,1,0.855,DevOps,HIGH
53.16,55.72,69.61,19.95,2,1,0.785,Artificial Intelligence,LOW
12.68,11.81,66.05,82.11,1,0,0.715,Security,HIGH
51.89,58.77,71.97,18.34,0,0,0.793,Programming,LOW
87.63,72.82,75.72,3.84,1,0,0.8,Programming,LOW
32.6,36.14,58.45,38.16,1,1,1.0,General,MEDIUM
0.0,0.0,58.0,100.0,1,0,0.658,Database,HIGH
46.76,42.19,73.76,42.8,0,0,1.0,DevOps,MEDIUM
44.96,44.99,59.76,24.72,2,1,0.845,Artificial Intelligence,MEDIUM
0.0,0.0,63.28,100.0,0,0,0.695,Backend,HIGH
58.55,63.68,79.38,19.78,2,0,0.85,Software Engineering,LOW
29.76,17.82,83.28,78.6,1,0,0.981,Security,HIGH
11.63,8.07,83.25,90.31,0,0,1.0,Database,HIGH
66.27,66.43,70.44,5.69,1,0,0.833,Programming,LOW
29.03,24.41,76.03,67.89,2,1,0.753,Artificial Intelligence,HIGH
39.01,21.4,85.9,75.09,1,0,0.753,Security,HIGH
79.99,74.29,92.6,19.78,1,0,0.952,Data Science,LOW
17.57,17.47,72.01,75.74,0,0,1.0,Software Engineering,HIGH
48.81,49.93,69.04,27.67,1,0,0.927,Security,MEDIUM
93.9,82.77,87.07,4.94,2,1,1.0,Backend,LOW
22.57,32.95,83.07,60.33,3,0,0.885,Backend,HIGH
71.46,62.13,89.67,30.71,2,1,1.0,Database,MEDIUM
53.29,55.11,72.71,24.2,3,2,0.887,Software Engineering,MEDIUM
56.17,55.26,69.54,20.54,1,1,0.805,Programming,MEDIUM
82.01,86.4,74.85,0.0,2,1,0.8,General,LOW
0.11,16.94,89.36,81.04,1,1,1.0,Artificial Intelligence,HIGH
36.75,41.38,65.94,37.24,1,2,0.692,Programming,MEDIUM
38.33,38.8,82.7,53.09,0,0,0.973,General,HIGH
71.59,79.59,83.69,4.9,1,0,1.0,Database,LOW
13.21,10.97,56.55,80.61,1,0,1.0,Testing,HIGH
42.56,43.11,78.24,44.91,4,0,0.882,Artificial Intelligence,MEDIUM
23.29,32.94,71.99,54.25,1,0,0.894,DevOps,HIGH
28.62,32.29,66.67,51.57,3,1,0.878,Security,HIGH
42.32,38.16,66.08,42.24,0,1,0.742,Software Engineering,MEDIUM
43.88,56.78,66.09,14.09,3,0,0.956,Database,LOW
36.1,38.76,76.34,49.23,1,2,0.759,Security,MEDIUM
17.33,25.33,67.48,62.47,1,1,0.888,Software Engineering,HIGH
56.59,53.91,74.18,27.33,2,0,0.918,DevOps,MEDIUM
11.24,17.23,67.05,74.3,0,1,0.833,Backend,HIGH
77.4,75.01,77.41,3.1,2,1,1.0,Security,LOW
73.15,60.9,66.93,9.0,2,3,0.94,Database,LOW
33.98,55.57,85.52,35.02,2,0,0.859,Software Engineering,MEDIUM
26.77,23.47,60.45,61.17,1,0,0.837,Database,HIGH
61.15,63.31,60.68,0.0,0,2,0.783,Software Engineering,LOW
51.53,39.49,65.88,40.06,2,0,0.994,General,MEDIUM
14.17,17.41,73.24,76.23,1,0,0.936,Artificial Intelligence,HIGH
17.74,25.64,72.64,64.7,0,0,1.0,Artificial Intelligence,HIGH
20.39,27.7,60.82,54.46,0,0,0.798,Data Science,HIGH
41.43,38.83,71.77,45.89,0,1,0.97,Data Science,MEDIUM
75.88,81.54,83.11,1.89,0,0,1.0,Testing,LOW
42.94,46.82,78.95,40.7,0,1,0.957,Testing,MEDIUM
62.49,53.27,75.42,29.37,2,0,0.907,Programming,MEDIUM
29.37,35.29,74.98,52.93,2,0,0.714,General,HIGH
54.78,62.84,65.48,4.02,2,1,0.705,Security,LOW
34.88,43.71,68.66,36.35,1,0,0.664,Software Engineering,MEDIUM
49.5,49.64,58.77,15.53,1,0,0.727,DevOps,LOW
25.51,22.55,85.57,73.65,2,0,1.0,Software Engineering,HIGH
0.0,3.64,55.35,93.42,0,0,0.785,Security,HIGH
29.82,36.05,71.73,49.74,1,1,0.809,Data Science,MEDIUM
54.17,44.85,72.95,38.51,1,0,1.0,Backend,MEDIUM
52.7,57.64,82.58,30.2,1,1,0.905,Backend,MEDIUM
88.98,81.19,89.51,9.3,1,0,0.941,Data Science,LOW
34.11,28.82,65.86,56.23,0,1,0.982,Software Engineering,HIGH
63.54,54.35,71.99,24.51,2,1,1.0,Testing,MEDIUM
28.33,25.47,60.66,58.01,0,1,0.994,Artificial Intelligence,HIGH
37.18,52.6,66.41,20.8,2,0,0.722,Security,MEDIUM
9.44,17.55,64.89,72.95,0,0,0.991,Security,HIGH
59.02,62.42,63.54,1.76,3,1,0.784,Data Science,LOW
63.7,65.89,73.54,10.41,3,1,1.0,Security,LOW
36.78,34.94,77.83,55.1,0,1,0.788,Database,HIGH
1.02,1.43,64.05,97.77,2,0,0.66,DevOps,HIGH
33.68,37.71,73.74,48.86,1,0,0.718,Backend,MEDIUM
33.82,34.95,73.49,52.44,2,0,1.0,Data Science,HIGH
59.58,49.37,62.68,21.23,0,1,0.882,Artificial Intelligence,MEDIUM
68.86,72.35,68.73,0.0,2,0,1.0,DevOps,LOW
50.52,49.4,82.37,40.03,0,0,1.0,General,MEDIUM
56.8,49.95,73.06,31.63,2,0,1.0,Security,MEDIUM
74.98,74.34,79.78,6.81,1,0,0.908,Testing,LOW
17.68,30.16,76.04,60.34,1,1,0.906,Data Science,HIGH
73.8,66.67,60.17,0.0,0,1,0.824,General,LOW
43.39,48.8,59.34,17.77,1,1,0.869,DevOps,LOW
36.89,19.4,81.99,76.33,1,0,0.626,General,HIGH
66.03,59.72,78.42,23.84,2,1,0.967,DevOps,MEDIUM
100.0,92.0,94.08,2.22,1,0,1.0,DevOps,LOW
46.64,55.09,100.0,44.91,1,1,1.0,Security,MEDIUM
68.85,74.41,81.83,9.08,1,0,0.734,DevOps,LOW
40.45,34.46,73.44,53.08,0,0,1.0,Artificial Intelligence,HIGH
38.32,41.43,79.7,48.01,1,0,0.802,Security,MEDIUM
24.48,15.4,85.89,82.08,1,0,1.0,Artificial Intelligence,HIGH
14.9,23.09,70.89,67.43,0,0,0.889,Artificial Intelligence,HIGH
76.27,73.81,89.69,17.7,2,1,1.0,Database,LOW
41.31,46.04,74.16,37.92,1,0,0.892,Testing,MEDIUM
51.83,46.36,96.59,52.0,2,2,0.973,General,HIGH
75.92,62.79,68.49,8.33,2,1,1.0,Backend,LOW
48.72,43.02,68.69,37.38,2,0,0.818,Database,MEDIUM
43.08,41.0,68.63,40.26,1,0,0.855,Testing,MEDIUM
56.24,42.2,67.53,37.5,2,1,0.793,General,MEDIUM
17.94,26.86,64.88,58.6,1,0,1.0,Artificial Intelligence,HIGH
70.2,61.49,70.81,13.17,1,0,0.88,Software Engineering,LOW
36.39,44.91,50.47,11.02,4,2,1.0,General,LOW
48.79,58.82,77.52,24.12,2,2,0.961,Database,MEDIUM
48.39,46.93,69.35,32.33,3,1,0.573,Database,MEDIUM
39.12,39.45,78.29,49.61,2,0,0.731,Security,MEDIUM
64.75,69.69,77.36,9.92,1,3,0.976,DevOps,LOW
58.16,65.4,55.44,0.0,1,1,0.824,DevOps,LOW
65.74,67.11,75.93,11.61,4,0,0.753,Database,LOW
68.77,75.58,73.33,0.0,3,1,0.894,Artificial Intelligence,LOW
19.87,28.84,65.0,55.63,0,0,0.941,General,HIGH
17.74,35.04,73.41,52.27,0,1,0.902,Data Science,HIGH
57.53,58.14,74.79,22.27,0,0,1.0,Backend,MEDIUM
36.82,25.38,66.36,61.76,1,1,0.945,General,HIGH
71.73,65.67,69.77,5.88,0,1,0.857,Programming,LOW
61.94,66.38,79.69,16.7,1,2,0.868,Artificial Intelligence,LOW
31.79,42.77,54.45,21.45,0,0,0.913,Security,MEDIUM
60.47,53.65,76.23,29.62,2,0,0.901,Database,MEDIUM
27.66,32.74,57.58,43.15,1,0,0.935,Software Engineering,MEDIUM
19.57,22.16,58.04,61.82,1,0,0.975,Data Science,HIGH
49.47,45.63,62.94,27.5,2,2,1.0,DevOps,MEDIUM
58.81,60.7,62.36,2.67,0,1,0.565,Security,LOW
27.44,39.87,66.33,39.89,0,0,0.917,Security,MEDIUM
32.9,25.36,84.22,69.89,1,1,1.0,Artificial Intelligence,HIGH
47.92,45.78,59.4,22.93,2,1,0.93,Data Science,MEDIUM
66.64,52.51,69.66,24.62,0,1,1.0,Data Science,MEDIUM
55.32,62.26,65.96,5.62,1,2,0.952,Backend,LOW
47.98,44.18,75.07,41.15,0,0,0.77,Security,MEDIUM
47.77,36.13,64.4,43.9,2,0,0.704,Backend,MEDIUM
41.69,44.96,75.18,40.2,1,2,0.763,Database,MEDIUM
14.68,5.51,59.08,90.67,0,0,0.766,Software Engineering,HIGH
39.75,39.85,69.75,42.87,1,1,0.733,Backend,MEDIUM
53.88,40.23,76.37,47.32,2,0,0.738,Testing,MEDIUM
60.83,48.71,61.38,20.64,1,0,1.0,General,MEDIUM
49.99,37.05,74.07,49.98,2,0,0.808,Database,MEDIUM
43.18,45.26,81.35,44.37,2,0,0.97,Security,MEDIUM
54.3,57.15,71.24,19.78,4,2,0.998,General,LOW
47.47,39.04,79.17,50.69,0,1,0.942,Data Science,HIGH
82.12,71.92,61.55,0.0,1,0,1.0,Artificial Intelligence,LOW
31.41,28.51,76.19,62.58,0,0,1.0,Security,HIGH
54.11,49.87,79.08,36.94,1,1,0.986,Security,MEDIUM
48.09,37.92,58.87,35.59,0,0,0.836,Data Science,MEDIUM
47.14,42.04,92.74,54.67,2,0,1.0,Software Engineering,HIGH
14.63,28.28,75.27,62.43,0,0,0.995,Artificial Intelligence,HIGH
62.41,61.24,62.95,2.72,0,2,0.933,DevOps,LOW
9.39,26.18,82.56,68.28,0,0,0.972,General,HIGH
13.62,28.66,83.82,65.81,0,0,1.0,Backend,HIGH
37.93,50.25,63.09,20.35,4,1,0.788,Artificial Intelligence,MEDIUM
44.73,53.19,65.82,19.19,3,2,0.79,General,LOW
41.72,39.42,72.35,45.51,2,0,1.0,Backend,MEDIUM
56.01,49.77,57.81,13.91,3,0,1.0,DevOps,LOW
62.98,64.36,84.12,23.49,1,0,1.0,Programming,MEDIUM
29.12,31.51,79.85,60.54,2,1,0.756,Data Science,HIGH
53.27,55.48,91.2,39.17,1,1,1.0,Artificial Intelligence,MEDIUM
31.78,35.7,81.5,56.19,1,0,0.846,Testing,HIGH
70.86,70.1,79.76,12.11,5,0,1.0,Software Engineering,LOW
50.47,60.3,72.14,16.41,2,0,1.0,Software Engineering,LOW
29.0,32.89,66.94,50.87,2,0,1.0,Software Engineering,HIGH
48.22,47.86,75.0,36.19,0,0,0.958,General,MEDIUM
31.24,33.99,71.48,52.45,1,0,0.865,Testing,HIGH
14.78,15.99,66.68,76.02,2,0,0.92,Data Science,HIGH
58.5,65.59,81.14,19.16,1,1,0.93,Data Science,LOW
45.87,42.17,53.85,21.7,0,0,0.81,Software Engineering,MEDIUM
31.21,41.56,76.84,45.92,1,0,0.834,Database,MEDIUM
68.02,61.4,62.69,2.06,1,0,0.769,Software Engineering,LOW
51.85,49.38,91.42,45.99,0,1,1.0,Testing,MEDIUM
1.03,9.57,66.06,85.51,1,1,0.683,General,HIGH
22.03,23.25,66.22,64.89,0,0,0.902,DevOps,HIGH
23.04,23.23,76.46,69.62,0,1,0.917,Testing,HIGH
29.97,26.47,71.77,63.12,0,0,0.81,Backend,HIGH
52.47,34.54,75.02,53.95,2,1,0.831,Data Science,HIGH
18.04,16.56,63.16,73.78,2,0,0.887,Security,HIGH
23.72,36.16,65.63,44.9,0,0,0.86,General,MEDIUM
86.5,88.33,85.25,0.0,1,0,1.0,Testing,LOW
43.36,31.42,83.38,62.32,1,1,1.0,DevOps,HIGH
44.35,49.45,67.69,26.95,2,1,0.919,Programming,MEDIUM
54.48,43.08,60.09,28.3,1,0,0.798,Data Science,MEDIUM
18.73,26.92,70.81,61.98,1,0,0.992,Security,HIGH
33.25,32.06,76.59,58.14,2,1,0.891,General,HIGH
27.21,29.23,67.61,56.77,1,0,0.796,Security,HIGH
70.08,75.27,59.12,0.0,2,3,0.835,Data Science,LOW
4.84,5.73,74.56,92.32,2,1,1.0,Testing,HIGH
46.82,58.86,69.94,15.84,2,1,0.929,Programming,LOW
20.64,22.79,66.25,65.6,0,1,0.858,Software Engineering,HIGH
44.55,47.46,84.76,44.01,0,1,1.0,Data Science,MEDIUM
31.51,36.13,61.75,41.49,0,1,1.0,General,MEDIUM
32.82,49.54,60.83,18.57,1,0,0.672,Backend,LOW
63.15,63.37,64.53,1.79,1,2,0.984,Backend,LOW
32.05,26.1,73.38,64.43,0,0,0.945,Artificial Intelligence,HIGH
35.84,39.84,64.26,38.0,2,1,1.0,Security,MEDIUM
76.2,72.83,64.05,0.0,0,2,1.0,Testing,LOW
99.73,98.34,67.41,0.0,2,2,0.939,Artificial Intelligence,LOW
54.03,53.51,46.25,0.0,1,2,0.982,Testing,LOW
46.81,51.06,81.57,37.41,3,0,0.887,Testing,MEDIUM
36.39,50.03,64.91,22.93,0,0,0.738,Programming,MEDIUM
54.47,49.93,78.33,36.26,1,0,1.0,DevOps,MEDIUM
46.58,32.44,72.59,55.3,0,1,0.963,Data Science,HIGH
45.82,48.92,67.49,27.52,2,0,0.712,Programming,MEDIUM
80.98,85.25,82.54,0.0,1,0,0.997,Data Science,LOW
19.37,19.9,73.17,72.81,1,0,0.97,Software Engineering,HIGH
31.9,19.02,66.95,71.6,0,0,0.924,Programming,HIGH
54.96,67.15,82.77,18.87,1,0,1.0,DevOps,LOW
12.94,18.94,74.19,74.48,0,0,0.94,Programming,HIGH
58.6,51.51,80.9,36.33,3,2,1.0,Artificial Intelligence,MEDIUM
64.76,62.61,80.22,21.95,1,0,0.951,Backend,MEDIUM
66.65,78.88,67.62,0.0,1,0,0.952,Data Science,LOW
28.6,28.05,52.18,46.24,0,0,0.784,DevOps,MEDIUM
28.01,29.11,81.75,64.4,0,0,0.93,Testing,HIGH
49.21,51.61,64.89,20.47,1,2,0.708,Programming,MEDIUM
54.77,58.26,63.55,8.33,0,1,0.742,Backend,LOW
35.67,51.07,90.15,43.35,0,1,1.0,Testing,MEDIUM
25.47,27.44,64.54,57.48,0,0,0.719,Programming,HIGH
57.28,65.38,90.78,27.98,1,2,0.858,General,MEDIUM
13.16,9.72,72.7,86.64,0,0,1.0,DevOps,HIGH
45.92,45.76,68.43,33.13,1,1,0.907,Programming,MEDIUM
42.18,44.44,59.25,24.99,0,1,0.849,DevOps,MEDIUM
41.74,33.49,74.06,54.78,1,0,0.9,Data Science,HIGH
63.87,48.96,80.98,39.55,2,1,1.0,Software Engineering,MEDIUM
8.48,9.04,74.31,87.83,0,0,0.838,Data Science,HIGH
59.7,62.95,68.34,7.88,1,1,0.904,Backend,LOW
79.63,64.19,73.6,12.77,3,1,0.793,Data Science,LOW
54.46,54.29,63.41,14.38,1,2,0.961,Database,LOW
37.5,34.9,71.8,51.39,1,0,0.958,Security,HIGH
55.78,58.94,83.28,29.23,0,0,1.0,DevOps,MEDIUM
28.02,19.04,51.78,63.22,3,1,0.851,General,HIGH
19.48,25.96,73.28,64.58,1,0,0.877,Backend,HIGH
0.0,7.59,67.98,88.84,0,1,0.729,General,HIGH
46.77,38.55,58.63,34.26,1,0,0.897,Database,MEDIUM
36.29,40.09,76.36,47.5,1,0,0.997,DevOps,MEDIUM
29.23,38.81,66.79,41.89,1,0,0.849,Data Science,MEDIUM
34.83,44.63,82.47,45.89,3,0,0.893,Data Science,MEDIUM
49.1,46.77,72.34,35.35,4,0,0.914,Programming,MEDIUM
43.28,45.43,78.29,41.98,1,0,0.847,Programming,MEDIUM
46.18,47.47,71.48,33.59,2,0,1.0,Database,MEDIUM
29.6,18.12,57.22,68.33,0,0,0.591,Security,HIGH
64.68,55.83,68.03,17.94,0,0,0.643,Programming,LOW
78.06,69.69,81.25,14.23,3,2,0.976,Database,LOW
22.29,27.77,83.47,66.74,2,0,0.939,Security,HIGH
51.88,43.53,87.58,50.3,1,1,1.0,Backend,HIGH
31.06,32.36,56.06,42.28,1,0,0.993,Security,MEDIUM
63.84,71.25,66.54,0.0,5,0,0.755,General,LOW
66.59,67.56,92.78,27.19,2,0,1.0,Database,MEDIUM
37.41,38.25,69.13,44.66,1,0,1.0,Security,MEDIUM
38.64,42.75,83.61,48.86,0,0,1.0,Software Engineering,MEDIUM
53.39,45.76,73.24,37.52,0,0,1.0,Software Engineering,MEDIUM
29.22,32.95,67.8,51.41,2,0,0.746,General,HIGH
13.37,19.76,84.56,76.64,0,0,1.0,Security,HIGH
29.54,36.01,72.34,50.21,2,0,1.0,Data Science,HIGH
71.14,72.95,66.28,0.0,3,1,0.931,Testing,LOW
29.19,34.85,67.31,48.23,1,1,0.911,Programming,MEDIUM
42.93,45.97,66.99,31.37,0,0,0.755,Programming,MEDIUM
25.37,25.69,65.51,60.79,2,0,0.878,Security,HIGH
33.32,45.58,62.27,26.79,0,0,0.882,Database,MEDIUM
65.65,76.59,67.68,0.0,1,3,0.633,DevOps,LOW
42.64,38.08,64.22,40.7,1,0,0.911,Backend,MEDIUM
68.01,90.42,84.86,0.0,1,2,1.0,General,LOW
49.84,41.72,61.4,32.05,1,0,0.659,Data Science,MEDIUM
26.61,32.05,71.46,55.15,5,1,0.864,General,HIGH
39.08,39.7,72.46,45.21,0,0,1.0,Database,MEDIUM
21.2,20.69,58.4,64.57,0,0,0.86,Software Engineering,HIGH
61.42,55.76,69.77,20.09,1,0,1.0,Backend,MEDIUM
86.75,85.41,80.42,0.0,2,3,0.959,Artificial Intelligence,LOW
51.01,51.92,66.82,22.3,2,1,0.822,Security,MEDIUM
57.23,62.51,75.11,16.77,2,0,0.75,DevOps,LOW
60.4,52.47,72.73,27.87,0,0,0.774,Data Science,MEDIUM
36.06,37.72,57.81,34.75,3,1,0.689,Backend,MEDIUM
46.27,42.7,76.08,43.88,2,1,0.716,DevOps,MEDIUM
44.32,38.89,85.76,54.65,1,0,0.992,Security,HIGH
76.17,84.69,81.59,0.0,2,0,1.0,DevOps,LOW
62.72,59.91,72.19,17.02,0,0,1.0,Data Science,LOW
15.53,6.28,72.02,91.28,0,0,1.0,Backend,HIGH
17.11,25.84,63.85,59.53,1,0,0.625,General,HIGH
64.52,61.28,79.5,22.92,2,1,0.871,Software Engineering,MEDIUM
42.85,49.95,77.69,35.71,1,0,0.83,Testing,MEDIUM
39.65,42.02,73.14,42.55,3,0,1.0,General,MEDIUM
71.25,64.33,76.53,15.94,4,1,0.814,Backend,LOW
15.8,35.58,76.06,53.22,0,1,0.994,Database,HIGH
59.93,56.96,65.85,13.5,0,1,0.836,Testing,LOW
21.71,34.04,60.54,43.77,2,1,0.974,Testing,MEDIUM
20.8,28.9,71.82,59.77,0,1,0.886,Security,HIGH
62.68,62.65,66.43,5.7,5,1,0.874,Security,LOW
0.0,1.57,66.59,97.65,0,2,0.778,Programming,HIGH
13.48,12.23,68.8,82.22,1,0,0.868,Testing,HIGH
0.91,10.23,79.77,87.18,0,0,0.827,Programming,HIGH
18.03,24.66,72.15,65.83,0,0,0.982,Artificial Intelligence,HIGH
45.13,53.94,69.73,22.65,0,0,0.987,Database,MEDIUM
65.76,74.35,79.97,7.04,4,1,1.0,Backend,LOW
46.05,46.22,70.65,34.59,1,0,0.952,Software Engineering,MEDIUM
45.38,47.32,77.95,39.29,0,0,0.756,DevOps,MEDIUM
19.36,18.11,78.58,76.95,0,0,1.0,Programming,HIGH
55.26,56.99,72.17,21.04,0,0,0.747,Data Science,MEDIUM
61.92,50.87,62.84,19.05,2,0,0.932,Software Engineering,LOW
73.64,62.33,82.64,24.58,3,2,0.987,Programming,MEDIUM
14.12,12.3,82.19,85.03,2,0,0.794,Security,HIGH
6.66,0.0,73.38,100.0,0,1,0.883,Artificial Intelligence,HIGH
9.33,14.73,82.38,82.12,2,1,0.848,Security,HIGH
21.5,37.97,56.71,33.04,1,0,0.669,Artificial Intelligence,MEDIUM
73.4,81.68,65.09,0.0,4,0,0.957,General,LOW
38.4,46.68,69.96,33.28,3,0,0.867,DevOps,MEDIUM
84.89,80.88,61.81,0.0,1,0,1.0,DevOps,LOW
36.11,31.28,70.46,55.6,0,1,0.984,Artificial Intelligence,HIGH
47.78,61.86,74.01,16.42,1,2,0.782,General,LOW
20.0,26.17,63.23,58.62,1,0,0.82,DevOps,HIGH
73.76,63.35,81.7,22.46,1,2,1.0,Software Engineering,MEDIUM
29.56,35.72,71.19,49.82,0,1,1.0,Testing,MEDIUM
33.75,37.48,62.67,40.19,3,1,1.0,DevOps,MEDIUM
57.49,50.8,72.83,30.25,1,2,0.645,Programming,MEDIUM
53.98,50.52,69.33,27.13,1,1,0.789,General,MEDIUM
43.79,27.91,68.28,59.13,0,0,0.965,Backend,HIGH
62.25,67.63,78.27,13.59,0,5,0.787,DevOps,LOW
22.39,34.17,70.09,51.25,0,0,0.612,DevOps,HIGH
41.05,33.97,66.5,48.92,1,1,1.0,DevOps,MEDIUM
25.02,27.35,69.34,60.56,0,0,0.991,Testing,HIGH
36.82,29.48,79.9,63.1,0,0,0.913,Backend,HIGH
54.3,43.3,70.14,38.27,0,0,1.0,General,MEDIUM
61.83,55.67,72.25,22.95,1,1,1.0,Backend,MEDIUM
40.49,24.45,78.39,68.81,1,0,0.975,Software Engineering,HIGH
37.86,48.86,74.75,34.63,0,2,0.888,Security,MEDIUM
84.58,90.15,74.39,0.0,1,1,1.0,Backend,LOW
66.31,68.03,70.74,3.84,1,1,0.757,Security,LOW
1.33,0.0,78.78,100.0,0,0,0.862,Backend,HIGH
65.97,66.47,74.87,11.22,0,0,0.871,Testing,LOW
8.14,0.0,65.45,100.0,1,0,0.844,Security,HIGH
28.6,37.96,81.81,53.6,0,0,0.982,Database,HIGH
64.66,56.79,55.67,0.0,2,2,0.822,Artificial Intelligence,LOW
0.04,19.85,70.27,71.74,0,1,0.91,Data Science,HIGH
41.89,36.77,86.16,57.33,0,0,0.993,Data Science,HIGH
75.79,71.35,84.0,15.06,2,1,1.0,Database,LOW
13.27,11.34,63.05,82.02,1,0,0.788,Database,HIGH
25.9,33.74,67.57,50.07,2,1,0.883,Artificial Intelligence,HIGH
57.09,52.31,76.24,31.39,4,1,1.0,Software Engineering,MEDIUM
30.05,29.89,55.94,46.56,0,0,0.837,DevOps,MEDIUM
37.06,58.98,80.38,26.62,2,1,1.0,Artificial Intelligence,MEDIUM
52.08,51.38,69.8,26.39,0,0,1.0,Testing,MEDIUM
51.68,49.41,58.42,15.43,0,1,0.618,Backend,LOW
51.14,56.28,72.79,22.68,3,1,0.698,Programming,MEDIUM
40.51,27.54,71.17,61.31,1,0,0.938,General,HIGH
91.69,87.47,75.53,0.0,1,0,0.908,Data Science,LOW
73.85,77.34,80.49,3.91,2,0,0.996,Backend,LOW
45.63,48.33,73.28,34.04,0,1,1.0,Programming,MEDIUM
43.7,37.57,67.11,44.02,2,2,0.807,Programming,MEDIUM
36.61,37.35,72.83,48.71,0,0,0.901,Software Engineering,MEDIUM
0.11,8.52,71.19,88.03,0,0,0.778,DevOps,HIGH
57.08,48.39,49.15,1.56,1,2,0.903,Data Science,LOW
30.98,30.86,76.91,59.88,3,0,1.0,Database,HIGH
48.58,53.81,73.47,26.75,0,1,1.0,Database,MEDIUM
74.18,72.16,79.06,8.73,2,0,0.972,Testing,LOW
92.58,84.67,79.21,0.0,2,1,0.954,Software Engineering,LOW
5.33,13.73,61.93,77.83,0,2,0.895,General,HIGH
0.0,0.0,66.39,100.0,0,1,0.784,Data Science,HIGH
44.29,43.16,76.25,43.39,0,0,0.717,Artificial Intelligence,MEDIUM
36.9,32.35,48.54,33.36,0,1,0.806,DevOps,MEDIUM
37.28,23.22,72.44,67.95,0,0,1.0,Data Science,HIGH
26.41,28.2,61.04,53.81,0,0,0.967,Testing,HIGH
65.16,58.17,79.6,26.92,0,0,0.851,Data Science,MEDIUM
16.64,17.81,66.25,73.11,1,0,1.0,General,HIGH
19.87,20.95,83.23,74.83,0,0,1.0,Software Engineering,HIGH
14.4,23.75,79.63,70.17,1,2,0.967,Backend,HIGH
5.78,16.73,55.04,69.6,1,3,0.825,Testing,HIGH
59.45,57.9,73.4,21.12,2,0,1.0,Database,MEDIUM
54.79,44.29,73.44,39.7,3,2,0.995,DevOps,MEDIUM
60.73,57.03,75.98,24.95,1,3,0.943,Data Science,MEDIUM
50.02,54.35,68.44,20.58,0,1,1.0,DevOps,MEDIUM
